"성별","연령","주택가격","거주형태","총납입료 합계","사기여부"
2,43,5892,11,8446595,"Y"
2,43,25412,11,133259073,"N"
2,43,9861,20,23590050,"N"
1,43,15694,20,25702355,"N"
2,43,33055,20,9977015,"N"
2,43,24444,20,14643662,"N"
2,43,40000,20,23862536,"N"
2,43,43888,20,22987463,"N"
2,43,42638,20,143649375,"N"
1,43,25138,20,35476548,"N"
2,43,18888,20,95332125,"Y"
1,43,26388,20,13647714,"N"
1,43,6666,20,8003626,"N"
2,43,13333,20,3157874,"N"
2,43,20072,99,39253906,"N"
1,43,10282,12,35856270,"N"
1,43,7083,30,5656716,"N"
1,43,8888,20,18443509,"N"
2,42,36388,20,73183426,"N"
1,42,14421,13,8222800,"N"
1,42,7308,12,7425852,"N"
2,42,16111,20,55287817,"N"
2,42,11527,12,125421251,"N"
2,42,13055,30,2597309,"Y"
2,42,12638,20,4756702,"N"
2,42,45555,20,7069206,"N"
1,42,26666,20,49564332,"N"
2,42,6796,12,49823192,"N"
1,42,67638,20,22497198,"N"
1,42,3879,11,1877820,"Y"
2,42,15277,20,26533877,"N"
2,42,22463,99,8374500,"N"
1,42,22638,20,31320453,"N"
1,42,17222,20,2400000,"N"
1,42,3701,11,5989235,"N"
2,42,46250,20,23023806,"N"
2,42,21792,99,7955000,"N"
1,42,11740,99,4968380,"N"
1,42,11111,30,20969413,"N"
2,42,3888,30,10498886,"Y"
2,42,26111,20,4734446,"N"
1,42,1597,11,19704885,"N"
2,41,24680,20,21407126,"N"
2,41,10243,40,4999548,"N"
1,41,13250,40,24074219,"N"
2,41,17222,20,1704802,"N"
1,41,13607,12,39919691,"N"
2,41,7957,30,28541019,"N"
2,41,4450,30,6932200,"N"
1,41,43970,11,6238971,"N"
2,41,20710,11,6035150,"N"
1,41,12500,20,3208527,"N"
1,41,18888,20,3523185,"N"
2,41,15138,20,104204513,"N"
1,41,16527,30,30500310,"N"
2,41,34247,11,64113632,"N"
2,41,10833,20,22437605,"N"
2,41,5416,30,125900,"N"
2,41,33628,11,2693924,"N"
1,41,12361,20,16259498,"N"
2,41,25426,12,209920,"N"
1,40,6414,99,11376389,"N"
2,40,22777,20,21609362,"N"
2,40,139133,20,17514426,"N"
1,40,16111,20,35050158,"N"
2,40,18333,20,6404476,"N"
1,40,11944,30,27836779,"N"
2,40,9166,20,15367632,"N"
1,40,17275,99,7445175,"N"
1,40,6863,50,42495177,"Y"
2,40,6944,20,6109185,"N"
1,40,10694,30,26686189,"Y"
2,40,23333,20,28174216,"N"
2,40,18750,20,13909850,"N"
1,40,13097,99,3697990,"Y"
1,40,11157,12,3017740,"N"
1,40,6944,20,12400000,"N"
2,40,3213,12,5100000,"N"
1,40,30555,20,9497320,"N"
2,40,13055,20,6187230,"N"
1,40,7361,30,13010075,"Y"
2,40,30972,20,5238125,"N"
2,40,23194,20,42340982,"N"
2,40,13055,30,31508973,"N"
2,40,29305,20,68305226,"N"
2,40,11021,40,84141549,"N"
1,39,16395,12,1463993,"N"
2,39,18888,30,170101846,"N"
1,39,3300,99,35279380,"N"
1,39,10769,12,16374400,"N"
2,39,6805,20,49185244,"N"
2,39,8679,11,7226320,"N"
2,39,17638,20,25829476,"N"
1,39,11627,40,17701101,"N"
2,39,25833,20,33708549,"N"
1,39,4722,30,4593237,"N"
2,39,25000,20,27055947,"N"
1,39,30555,20,38555712,"N"
2,39,12361,20,21999393,"N"
1,39,8634,30,20543351,"N"
1,38,24722,20,8268456,"N"
1,38,4883,40,8436000,"N"
1,38,14444,30,7467154,"N"
2,38,22777,20,13815880,"N"
2,38,20555,20,29861634,"N"
2,38,32083,20,25842989,"N"
2,38,3750,30,42880875,"N"
2,38,9746,99,25504081,"N"
2,38,16111,20,18530927,"Y"
1,38,21666,20,36160836,"N"
1,38,13888,30,7125903,"Y"
2,38,25833,20,16014019,"N"
2,38,0,12,22914244,"N"
2,38,18342,11,20518194,"N"
2,38,10709,30,8108576,"N"
1,38,12777,20,18193268,"N"
2,37,40000,20,12668140,"N"
1,37,7361,20,11154312,"N"
1,37,32083,30,13087676,"N"
2,37,7182,12,7520889,"N"
2,37,10463,30,7217740,"N"
2,37,16162,20,24676569,"N"
1,37,21666,20,7056580,"N"
1,37,2790,12,17592198,"Y"
1,37,9796,11,4850900,"N"
2,37,7083,30,3519645,"N"
1,37,8204,40,1439734,"N"
2,37,40000,12,6237569,"N"
2,37,14173,11,3494360,"N"
2,37,21805,20,11125473,"N"
1,37,14444,20,24889912,"N"
2,37,21666,20,5531477,"N"
1,37,4488,12,1202826,"N"
2,37,6446,99,22270574,"N"
2,37,38611,20,30386894,"N"
1,37,13971,12,15481263,"N"
1,37,33888,20,11768542,"N"
1,37,10040,30,3521415,"N"
2,37,28611,20,21455829,"N"
2,37,8333,20,14905309,"N"
2,37,23194,20,21750258,"N"
1,37,35277,20,16593910,"N"
2,37,34305,20,12297866,"N"
2,37,21666,20,36147002,"N"
2,37,2500,11,7200836,"N"
1,36,10138,20,44132605,"N"
1,36,32777,20,128100,"N"
1,36,9745,99,7700000,"Y"
2,36,4861,30,6432142,"N"
1,36,1631,12,6634288,"N"
2,36,15555,20,8877005,"N"
1,36,8333,30,2836000,"N"
2,36,10555,20,3946182,"N"
2,36,16111,20,16607425,"N"
2,36,6058,13,32916599,"N"
2,36,29305,20,3758580,"N"
2,36,16111,20,1362800,"N"
2,36,12916,30,4963134,"N"
1,36,7916,20,22007358,"N"
2,36,25138,20,52999911,"N"
2,36,25555,30,4749962,"N"
1,36,15833,20,19660800,"N"
1,36,18454,40,81869179,"N"
1,36,21250,20,7061853,"N"
1,36,9166,30,2100600,"N"
2,36,16527,30,2977000,"N"
2,36,15972,20,11414212,"N"
2,36,15972,20,12716050,"N"
2,35,13320,30,6519962,"N"
1,35,11388,30,6194748,"Y"
1,35,8194,20,29299598,"N"
2,35,11111,20,2072949,"N"
1,35,3113,12,14036493,"N"
2,35,7500,20,5952571,"N"
1,35,7916,20,3765291,"N"
2,35,24305,20,5718796,"N"
1,35,6666,30,33572254,"N"
2,35,8611,20,17324766,"N"
1,35,9348,99,23449031,"N"
1,34,10000,30,4479664,"Y"
1,34,5004,11,18794955,"N"
2,34,29027,20,22912333,"N"
1,34,33932,12,30984000,"N"
1,34,0,60,4601506,"N"
2,34,12222,20,24472449,"Y"
2,34,3438,13,7904580,"N"
1,34,7424,11,62419195,"N"
2,34,33472,20,23371287,"N"
2,34,17638,30,3442750,"N"
1,33,10415,30,35412979,"N"
2,33,19468,12,5581362,"N"
1,33,5555,30,24609208,"N"
2,33,12816,12,12191616,"N"
2,33,11335,11,16639864,"N"
2,32,10053,12,3826088,"N"
2,32,0,60,7585453,"N"
2,32,8214,12,2533188,"Y"
1,31,3089,11,2708224,"N"
1,31,37777,20,24909933,"N"
2,31,10917,40,8822250,"N"
1,31,25694,20,5121300,"N"
2,31,30555,20,14461206,"N"
2,31,17638,20,19422000,"N"
1,31,6309,20,5132292,"N"
1,31,5416,30,4209760,"N"
2,30,11388,20,22578545,"N"
1,30,8333,20,25672867,"N"
1,30,9173,40,299744010,"N"
1,30,5065,12,21566275,"N"
2,30,4685,30,10627935,"N"
1,29,17083,20,10646854,"N"
1,29,31490,11,13362004,"N"
2,29,30972,20,22838841,"N"
1,28,26250,20,9804410,"Y"
2,28,20833,20,29074682,"N"
2,28,7025,11,1854464,"N"
1,28,15890,99,9096941,"N"
1,28,12985,20,3859530,"Y"
2,27,3013,12,3969880,"N"
1,27,20277,20,14055898,"N"
1,27,41111,20,20139833,"N"
1,27,37083,20,5049000,"N"
2,27,9106,11,3300000,"N"
2,27,4394,12,4330921,"N"
2,26,21250,20,1531500,"N"
2,26,41111,20,5806945,"N"
2,26,33333,20,7956938,"N"
1,26,8756,40,7487220,"N"
2,25,9444,30,973500,"N"
1,24,4849,40,50000,"N"
2,24,38464,11,2640000,"N"
2,23,16484,20,6772691,"Y"
1,23,10416,20,304920,"N"
1,22,18333,20,8648729,"N"
2,21,6178,11,31306755,"N"
2,21,13194,30,10069387,"N"
1,21,9583,20,3608727,"N"
2,76,7991,12,59507628,"Y"
2,68,17092,11,1967567,"N"
1,67,18611,20,12228000,"N"
1,63,15277,20,6348306,"N"
1,62,10694,20,3306450,"N"
1,61,11326,40,16188983,"N"
1,58,8429,30,6201884,"N"
2,56,8029,40,4006447,"N"
2,56,20555,20,2365920,"Y"
2,56,19583,20,143496640,"N"
2,56,19583,20,37054248,"N"
1,55,18333,30,26862076,"N"
2,55,17777,20,28952324,"N"
2,55,10277,30,40548599,"N"
1,54,32222,20,19612741,"N"
1,54,9290,99,2816956,"N"
2,54,7361,20,3726350,"N"
2,53,7500,30,5686161,"N"
2,53,23611,20,765918,"N"
1,53,7059,40,25242470,"N"
2,53,11527,20,11309106,"N"
2,53,37916,20,4906374,"N"
2,53,8333,20,32265420,"N"
2,51,11809,40,14360361,"N"
2,50,5277,20,4179027,"N"
1,50,12847,40,6365862,"N"
2,50,26666,20,34794978,"N"
2,49,16223,30,79757035,"N"
1,49,15416,20,9668247,"N"
1,48,16250,20,5530844,"N"
1,48,8345,99,233970557,"N"
1,47,23333,20,12044502,"N"
1,46,10694,20,3902600,"N"
1,46,19289,13,10141581,"N"
2,46,19861,20,42837156,"N"
1,46,13888,20,31267299,"N"
2,44,5761,40,2841800,"Y"
1,44,8472,20,1513920,"Y"
1,44,40277,20,32648195,"N"
2,44,10416,20,25052075,"N"
1,43,70701,20,1736823,"N"
2,43,21111,20,14454977,"N"
1,43,12920,30,2092500,"Y"
2,43,17222,20,20823030,"N"
2,42,16111,20,30766101,"N"
2,42,16388,20,3357971,"N"
2,42,15532,12,170170832,"N"
1,41,9722,20,9055574,"N"
2,41,18472,20,100102240,"N"
1,41,21126,12,7222900,"N"
2,41,11690,12,18897038,"N"
2,41,5908,13,4189329,"N"
2,40,63055,20,2872950,"N"
2,40,18888,20,22025582,"N"
1,40,8611,30,14810107,"N"
2,40,6388,30,66183999,"N"
2,39,10277,30,1132713,"N"
2,39,37222,20,7236949,"N"
2,39,2912,11,34338755,"N"
2,39,37777,20,6069885,"N"
1,39,26666,20,25109901,"N"
2,38,10694,30,28262657,"Y"
2,38,8055,20,30833217,"N"
2,38,11805,20,11210568,"N"
2,38,13750,30,7453020,"N"
2,37,8333,20,1661600,"Y"
1,37,6934,30,13074415,"N"
2,37,11481,12,44589504,"N"
2,37,20833,20,13612724,"N"
2,37,16080,20,1789227,"N"
2,37,5156,11,4279483,"N"
1,37,10532,12,27122703,"N"
2,37,4607,13,39467752,"N"
2,36,5269,12,867615,"Y"
2,36,29258,11,2053886,"N"
1,36,19583,20,16995153,"N"
2,35,13472,20,12505868,"N"
2,35,17222,20,36720055,"N"
2,34,5621,12,2496290,"N"
2,34,4008,12,30994802,"N"
2,34,21111,20,10020759,"Y"
2,33,28888,20,13166741,"N"
2,33,44583,20,1291038,"N"
2,32,22222,20,31460877,"N"
2,30,21944,30,14226579,"N"
1,29,4288,12,18042516,"N"
1,29,11388,20,12144936,"N"
2,28,33333,20,5054145,"N"
2,27,41678,20,3734068,"N"
2,26,6148,99,5351094,"N"
2,26,1523,12,3093730,"N"
2,25,6527,20,5072905,"N"
1,24,59861,30,41356871,"N"
1,44,8194,20,10238118,"Y"
1,28,37777,20,1016670,"N"
1,34,3726,11,11118566,"N"
1,38,4778,12,7070909,"N"
2,46,18611,20,13731950,"N"
2,36,20138,20,6875008,"N"
2,34,123333,20,22510944,"N"
2,49,16666,20,37652598,"N"
2,38,22222,20,48398666,"N"
2,37,33888,20,6831575,"N"
1,54,15478,11,41992709,"N"
2,31,8838,40,10584600,"N"
1,40,5966,40,10737120,"N"
1,66,4461,12,46053923,"Y"
2,38,9722,20,25975781,"N"
2,40,28194,20,268289608,"N"
2,35,21111,20,14055132,"N"
2,61,24166,20,14166780,"N"
1,51,16666,20,24880794,"N"
1,38,17638,30,16039962,"N"
2,39,18333,20,1438800,"N"
2,48,59861,20,6521669,"N"
2,52,8611,20,30910185,"N"
1,27,19305,20,21601819,"Y"
2,57,40972,20,411287,"N"
1,34,6527,30,41802768,"N"
2,38,9027,20,29617157,"N"
1,38,6805,20,9409058,"N"
2,60,3107,40,59091409,"N"
2,33,4583,20,11468552,"N"
2,39,10270,99,23128679,"N"
1,44,3060,11,410200,"N"
2,54,6805,20,25616965,"N"
2,64,3060,12,2163434,"N"
2,61,1562,11,26015202,"N"
2,30,10694,30,17211310,"N"
1,45,7466,12,3011300,"N"
2,57,8194,30,35485056,"Y"
2,48,11666,20,68846947,"N"
2,35,4517,99,19975458,"N"
2,35,13055,30,2845400,"N"
2,42,12677,12,8738796,"N"
1,30,15277,30,325000,"N"
2,33,4987,12,7475303,"N"
2,67,14861,20,32230706,"N"
2,52,10654,12,3789425,"N"
2,58,6805,30,10465856,"N"
2,34,10694,30,3851400,"N"
1,59,11388,30,29470160,"N"
1,38,22500,20,22036460,"N"
2,52,16666,30,10150000,"N"
1,46,21944,20,7758400,"N"
2,52,15555,20,6622305,"N"
2,34,7083,30,20084859,"N"
1,42,29166,30,13197118,"N"
1,50,13106,13,2000000,"N"
2,42,4501,12,21726418,"N"
2,44,34166,20,38497893,"N"
2,38,13611,20,25418254,"N"
2,56,43888,20,19066304,"N"
2,48,31111,20,3065556,"N"
1,35,9722,20,22897558,"N"
2,33,61922,20,13398840,"Y"
2,29,6024,50,13723050,"N"
2,48,2289,12,6683553,"N"
2,49,10704,12,77064000,"N"
2,58,7777,20,15012640,"N"
2,38,3466,30,51372839,"N"
1,51,10681,40,45630412,"N"
2,35,10079,40,16392844,"N"
2,41,25000,20,10724033,"N"
2,42,26805,20,35199471,"N"
2,42,8611,20,52274877,"N"
2,31,40138,20,26213212,"N"
2,38,7812,12,6922528,"N"
2,31,27222,20,10876152,"N"
2,39,13930,12,17023126,"N"
2,38,17916,20,13129952,"N"
2,28,20348,20,5995337,"N"
2,37,16388,20,5731002,"N"
2,57,27222,20,10311470,"N"
1,57,13097,40,600297,"N"
2,33,7136,40,43429783,"Y"
1,53,5875,40,6872062,"Y"
1,36,9338,12,16870678,"N"
2,34,15138,20,11019036,"N"
2,61,25972,20,10856169,"N"
2,41,30592,13,35970592,"N"
2,31,22777,20,4439302,"Y"
2,36,1638,13,121289929,"N"
2,40,35555,20,7685016,"N"
2,37,9137,12,14501805,"N"
2,39,18611,20,14099048,"N"
1,38,15972,30,19210788,"N"
2,33,5189,12,9655084,"N"
1,45,8888,30,3632200,"Y"
2,24,11944,30,6601254,"N"
2,34,23888,20,31762176,"N"
2,29,29166,20,30603329,"N"
2,36,7916,30,124052490,"N"
1,38,10972,20,28819344,"N"
2,47,44861,20,35840523,"N"
2,43,5447,99,20718763,"N"
2,46,3147,12,45841176,"Y"
1,30,23333,20,24347801,"N"
1,42,12638,30,14657055,"N"
2,57,12083,20,110793062,"N"
2,54,4625,13,12425351,"N"
2,39,13333,30,22872386,"Y"
2,59,5872,99,4883811,"N"
2,51,16388,30,19311225,"N"
2,41,8472,20,8923624,"N"
2,38,9583,30,52889382,"Y"
2,41,11666,20,17297578,"N"
2,32,15354,40,7357057,"N"
1,40,18333,20,13384582,"N"
2,49,3224,13,30241615,"N"
1,37,15369,40,33454077,"N"
2,51,15277,20,2633400,"N"
2,66,3302,11,22716292,"N"
1,38,23798,20,14951244,"N"
2,67,1900,13,3738030,"N"
2,50,13333,20,4681023,"N"
2,67,4722,20,3787170,"N"
2,44,39722,20,96993369,"N"
1,39,11946,12,99434225,"N"
1,34,12222,20,121903284,"N"
2,60,16666,20,6788100,"N"
1,40,15555,20,16662309,"N"
2,29,21111,20,8937000,"N"
2,45,9027,30,2275200,"N"
2,52,25555,20,4290000,"Y"
2,49,26666,20,48675901,"N"
1,41,14879,11,24412011,"N"
2,31,5484,12,2622218,"N"
2,35,12500,20,29756124,"N"
2,40,12354,12,25718535,"Y"
2,50,11527,20,5384208,"N"
2,59,11284,11,20945896,"N"
2,37,23333,20,34563674,"N"
2,11,22776,11,366707,"N"
1,45,2752,13,49975063,"N"
2,30,5277,20,3810009,"Y"
1,64,28055,20,15260884,"N"
2,65,38194,20,8401550,"N"
2,39,10555,20,2583350,"N"
2,32,11988,30,2700000,"Y"
2,34,8611,20,17794333,"N"
2,35,12882,12,5412554,"N"
1,35,18333,20,7554400,"N"
1,53,22616,20,584581,"Y"
2,35,22081,11,1453150,"N"
1,43,12777,20,37400491,"N"
2,35,6666,30,7900629,"N"
1,31,9287,12,8048751,"N"
1,41,12916,20,2918009,"Y"
1,35,34305,20,4121600,"N"
2,38,15833,20,29431758,"N"
2,37,6250,20,2586473,"Y"
2,30,8236,12,5258460,"N"
1,34,13611,20,20843528,"N"
1,10,9027,20,5264920,"Y"
2,41,13611,20,8279435,"N"
2,49,12638,20,2524950,"N"
1,22,12179,20,17639911,"N"
1,57,9861,30,32809026,"N"
2,59,7421,11,15474093,"N"
1,45,24722,20,15708726,"N"
1,33,9444,30,35945341,"N"
2,30,12500,20,9607970,"N"
2,55,5277,30,17233635,"N"
2,53,18333,20,6260140,"N"
2,53,8890,70,4100000,"N"
2,26,8810,13,6220008,"N"
2,25,13472,20,2352900,"N"
2,47,26666,20,2770188,"N"
2,29,3394,12,886745,"N"
1,49,52500,20,15083636,"N"
2,38,25972,20,3896300,"N"
2,56,13472,20,25870735,"N"
1,55,15555,20,96919025,"N"
2,34,17222,20,7139094,"N"
1,40,9466,40,23190066,"N"
2,36,13333,20,795908,"Y"
2,40,8194,20,17887910,"N"
1,33,6490,12,1672715,"N"
2,32,153013,11,7609737,"N"
2,46,8055,30,2059216,"Y"
1,27,6944,30,9514245,"N"
1,41,9746,40,10032354,"N"
2,62,12105,40,1233750,"Y"
1,29,12142,11,4831110,"N"
2,41,12361,20,10260544,"N"
2,36,6666,20,2068000,"N"
2,59,11977,40,234140867,"N"
1,60,24027,20,9298057,"N"
1,37,17083,30,19386012,"N"
1,51,8565,12,37438737,"Y"
2,36,5833,30,7668969,"N"
1,43,4915,13,14692725,"N"
1,32,4583,20,3791507,"N"
2,56,10555,20,1960501,"N"
2,48,9305,20,5574906,"N"
2,29,4583,20,2597000,"Y"
1,36,12638,20,5487396,"Y"
2,58,30000,20,14320474,"N"
2,55,0,60,2330772,"Y"
2,38,12777,20,7880603,"N"
2,39,60000,12,4290264,"N"
2,56,13611,30,9451456,"N"
2,58,7410,40,107705803,"N"
2,35,40533,20,9877548,"N"
2,32,39957,20,6936158,"N"
2,53,13609,40,24985698,"N"
2,40,8333,20,467100,"Y"
2,51,31111,20,270900,"N"
1,41,3621,12,4734774,"N"
2,31,33194,20,8397242,"N"
2,36,103821,11,2470060,"N"
2,56,4145,12,6235607,"N"
2,53,40000,20,7284853,"N"
2,56,6388,20,13292401,"N"
2,31,8333,20,725651,"N"
2,34,5066,13,3418938,"N"
1,41,8841,11,19200000,"N"
2,28,8888,30,3487820,"N"
2,56,17777,20,8711235,"N"
1,30,19166,20,1371087,"N"
2,38,29768,20,4663489,"N"
1,59,6944,30,9480318,"N"
1,60,5199,11,6179223,"N"
2,34,25555,20,7821440,"N"
2,27,8602,99,2044645,"N"
2,32,35522,11,30011198,"N"
2,52,14583,30,7200000,"N"
2,29,23472,20,6005323,"N"
2,33,45277,20,3894010,"N"
1,61,9109,12,1500000,"N"
2,33,24166,20,11515435,"N"
2,67,17361,30,54327872,"N"
2,49,21666,30,43664405,"N"
1,32,10138,20,8336340,"N"
1,66,53333,20,905328,"N"
1,14,9722,30,6834300,"N"
1,27,17777,30,11197119,"N"
1,38,7139,40,512480,"Y"
2,40,15694,20,8349348,"N"
1,43,9190,20,10949581,"N"
2,28,24203,40,68771881,"N"
1,28,8735,12,12323532,"N"
2,38,12222,30,1071460,"N"
2,37,39444,20,21966137,"N"
1,40,7222,20,5192510,"N"
1,34,11944,20,9225931,"N"
2,57,42242,11,2651260,"N"
2,38,17777,20,7239990,"N"
2,45,38888,20,8185125,"N"
1,28,11666,20,7488747,"N"
1,59,6805,20,14393451,"Y"
2,43,3597,12,16723701,"N"
2,56,15395,40,4798347,"N"
2,29,117777,20,7896519,"N"
2,26,23194,20,3081512,"N"
2,42,5277,30,5397270,"N"
1,38,27777,30,2700000,"N"
2,29,9583,20,20492969,"N"
2,34,4907,99,11638176,"N"
2,36,13135,99,6111204,"N"
1,44,5089,12,13580377,"N"
1,43,0,60,5208396,"Y"
1,43,16805,30,8420133,"N"
1,36,10274,30,3236446,"N"
2,34,14444,20,4244406,"N"
2,39,9132,99,7240563,"N"
2,43,10972,30,7866490,"N"
1,25,16666,20,7144717,"N"
2,29,16250,30,2869425,"N"
2,31,10790,99,8909030,"N"
2,48,10555,20,5261593,"N"
2,36,17916,20,4766387,"N"
1,31,54305,20,6155187,"N"
2,45,6579,40,2563235,"N"
2,45,76944,20,3655470,"N"
2,55,10195,12,7707561,"N"
1,53,8618,12,3671697,"N"
2,46,26994,40,3001332,"N"
1,26,11944,20,2301740,"N"
2,53,7500,20,850000,"N"
2,49,1629,12,4301453,"N"
2,50,11531,40,652405,"N"
2,37,8611,20,12658910,"N"
2,44,15555,30,41250171,"Y"
1,39,10818,40,5626150,"N"
2,34,21666,20,5543775,"N"
2,29,13226,12,1315386,"N"
2,42,20277,20,2337186,"N"
2,32,15227,40,2717270,"Y"
1,34,4444,30,12022934,"N"
1,38,14499,40,8339531,"N"
2,29,8055,30,2068789,"N"
2,61,26305,11,2182765,"N"
1,21,32777,30,485800,"N"
2,49,14724,12,3692571,"N"
2,44,43750,20,110423005,"N"
1,62,75972,20,14969097,"N"
1,60,34444,20,42750145,"N"
1,57,30555,20,9956848,"N"
2,62,2968,12,51463081,"Y"
2,45,20277,30,21730100,"N"
1,67,12553,40,6747400,"N"
1,63,19444,20,31113211,"N"
1,54,11111,20,44393100,"N"
2,63,8884,30,276042302,"N"
1,54,13194,20,3563874,"N"
1,53,3505,12,21123087,"Y"
1,54,14583,20,28979665,"N"
2,53,11794,40,173873479,"N"
2,51,10047,40,135267005,"N"
1,56,7777,20,48500726,"N"
2,51,60857,11,21178984,"N"
2,43,21250,20,150586295,"N"
2,51,16111,20,31115162,"N"
2,49,11832,40,54280200,"N"
2,48,5277,20,22176128,"N"
2,56,39027,20,41402287,"N"
2,56,3742,12,11649078,"N"
2,39,12777,20,15862023,"N"
2,56,5419,12,180924028,"Y"
2,54,10866,40,91532173,"N"
2,59,37777,20,51313352,"N"
2,59,4473,11,7065738,"N"
2,44,2245,13,51485264,"N"
1,49,33335,99,44357200,"N"
1,60,7868,12,2083750,"N"
2,41,26124,99,36836236,"Y"
2,65,6204,99,55069393,"N"
2,52,11388,20,55308772,"Y"
2,44,9305,20,56872450,"N"
2,61,10000,20,79284091,"N"
2,81,16666,20,172505134,"N"
2,47,8634,20,30906177,"N"
2,50,31250,20,24195062,"Y"
1,54,18472,20,33303062,"N"
2,61,10416,20,38112599,"N"
2,56,8789,12,18628544,"N"
2,50,14166,20,69694214,"Y"
2,43,11944,20,18413183,"Y"
2,60,14166,20,29247090,"N"
2,60,6667,40,15850832,"N"
1,51,15555,20,112956419,"N"
2,56,16944,20,67232125,"N"
2,75,6209,99,6695500,"N"
2,57,2556,11,9942975,"N"
2,60,5661,13,4109492,"N"
2,64,75277,20,42783869,"N"
2,52,61666,20,89185279,"N"
2,43,7777,30,44450536,"N"
2,51,13976,40,20914381,"N"
2,56,11944,30,22132818,"N"
2,51,8696,30,48587782,"N"
2,55,12361,20,74730006,"N"
2,56,16666,20,40137022,"N"
2,42,9265,12,17090414,"N"
2,47,13194,20,89678643,"N"
2,49,11111,30,66894555,"N"
1,42,18888,20,9639489,"N"
2,78,15972,20,104057544,"N"
2,59,1941,13,14035201,"N"
2,50,8101,40,21030480,"N"
2,58,6472,13,10723190,"N"
2,61,4861,20,13531079,"N"
2,39,28333,20,54747639,"N"
2,49,30000,20,181036063,"N"
1,51,13472,20,45748361,"N"
2,70,2481,12,9420000,"Y"
1,45,16944,20,26690520,"N"
1,55,12361,30,18182475,"N"
1,62,8072,12,28718698,"N"
2,58,16271,11,10288022,"N"
1,43,10138,30,19368104,"N"
2,58,19485,13,44117036,"N"
2,49,23888,20,58198454,"N"
1,69,18055,20,183789778,"N"
2,77,8333,30,12960172,"N"
2,77,10368,12,31745446,"N"
2,75,11359,12,43199324,"N"
2,72,4973,13,365818812,"N"
2,71,19069,30,46509908,"N"
2,69,6276,12,32489383,"N"
2,67,29583,13,35214637,"N"
1,67,9444,20,26716914,"N"
2,67,5000,20,5188400,"N"
2,65,281,11,156669852,"N"
2,63,11111,30,76218818,"N"
2,63,4829,13,35288546,"N"
2,62,7637,12,15299596,"N"
2,62,16666,20,43947979,"N"
2,61,20453,12,130756188,"N"
2,61,11776,12,29125855,"Y"
2,61,7464,11,32982566,"N"
2,61,28888,20,28742911,"N"
2,61,21666,20,269813559,"N"
2,61,19495,20,173903877,"N"
2,60,12777,20,78221524,"N"
2,59,4827,11,20291477,"N"
2,59,27361,20,41007139,"N"
2,58,10972,20,10855982,"Y"
2,58,10991,12,15701606,"N"
2,58,4027,30,95807771,"N"
2,58,16250,20,9542922,"N"
2,58,18472,20,24875326,"N"
2,57,6672,13,2866600,"Y"
2,57,8824,12,12245954,"N"
2,57,5373,12,17371511,"N"
2,56,30403,12,140817016,"N"
2,56,27941,20,46313253,"N"
2,56,24861,20,71500135,"N"
2,56,3457,99,30421869,"N"
2,56,11666,20,57709349,"N"
2,55,42777,20,3552094,"N"
1,55,26666,20,48601937,"N"
2,55,22777,20,53326064,"N"
2,55,12916,20,11677964,"N"
2,54,25000,20,24026477,"N"
2,53,15555,20,10288940,"N"
1,52,6469,11,38647800,"N"
1,52,20917,11,1816200,"N"
2,51,7428,12,15065527,"N"
2,51,12777,20,45220072,"N"
2,51,19444,20,55919092,"Y"
2,50,3808,12,17504126,"N"
2,50,35416,30,32671312,"N"
2,49,4598,12,73585001,"Y"
2,48,37278,12,70054921,"N"
2,48,31666,20,74122128,"N"
2,47,5504,12,16461310,"N"
2,47,6666,30,46184365,"N"
2,47,6579,40,17483098,"Y"
2,46,39583,20,199310518,"N"
2,45,16944,20,184923421,"Y"
1,45,6948,12,31772253,"N"
2,43,24444,20,22174426,"N"
2,41,57618,12,59177591,"N"
2,41,18333,20,43472592,"N"
2,40,0,60,49938729,"N"
2,56,2932,13,15413611,"N"
1,62,3215,11,16583519,"Y"
2,57,10040,13,63590651,"Y"
1,49,17777,20,33962659,"N"
2,53,25000,20,23706768,"N"
2,47,9086,20,24108824,"N"
1,41,21111,20,30604375,"N"
1,55,13823,12,16535432,"N"
1,59,20555,20,150418994,"N"
1,46,18181,99,34494021,"N"
2,47,6197,99,8356953,"N"
1,46,10138,30,4995318,"N"
1,49,28750,20,24443616,"Y"
2,59,7093,12,53042830,"N"
2,49,17089,11,35599884,"N"
1,17,21250,20,5004001,"N"
1,16,38611,20,2867832,"N"
2,89,12361,20,1702754,"N"
1,88,18333,20,3522300,"N"
2,88,10233,12,1659799,"N"
2,82,3669,11,1658965,"N"
2,82,11111,20,1658965,"N"
2,78,15926,11,28268300,"N"
2,78,14027,20,51458567,"N"
2,78,7083,20,1378850,"N"
1,77,35277,20,7740216,"N"
2,76,16354,40,2544400,"Y"
2,75,39166,20,5195840,"N"
1,75,3972,99,2965348,"N"
1,75,0,60,10435560,"N"
2,75,5555,30,94779088,"N"
2,75,20426,12,18460988,"Y"
1,74,1378,11,1355793,"N"
1,74,9749,99,3578700,"N"
2,74,5250,11,7875840,"N"
1,74,2687,11,47096333,"N"
2,73,4197,99,1916720,"N"
2,72,8055,20,10870290,"N"
2,72,15277,30,11484255,"N"
1,72,56111,20,24545784,"N"
2,72,10833,20,33556291,"N"
2,72,8438,30,61658902,"N"
2,72,14305,20,31215300,"N"
